"ID","NES","pvalue","p.adjust","core_enrichment","contrast"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION",1.72348078651802,0.000415379423141826,0.0025986297244863,"EIF3E/RPL23/EIF4A2/RPL6/RPL31/RPS14/RPL5/RPL24/RPS19/RPL13A/RPL35A/RPL9/RPL3/RPL4/RPS4X/RPL27/RPS7/RPS27/RPS8/RPS28/RPL12/RPL37A/RPL29/RPS3/RPL34/RPL11/RPL30/RPL27A/RPL26/RPS16/RPS15A/RPS29/RPL21/RPL36/RPL15/RPL13/RPS6/RPS12/RPL39/RPL22/RPS20/EIF3F/RPL18/RPS27A/EIF4B/RPL7/RPL8/RPL32/RPS11/RPL19/RPL38/FAU/RPL28/RPLP2/RPL10A/EIF3D/RPL37/EIF2B2/RPL18A/RPS23/RPL10","G32A_vs_Ctrl_D35"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION",-2.57115889008888,1.20290469884008e-10,7.78880792498952e-08,"RPL13/RPL23/RPL21/RPL32/RPS15A/EEF2/RPS12/RPS13/RPS26/RPL18/RPL15/RPL37/RPL7/RPS14/RPLP2/RPS27/RPL28/RPLP0/RPL24/RPL39L/RPS7/RPL39/RPL29/RPL13A/EEF1A1/RPSA/RPS15/FAU/RPL6/RPS29/RPL26/RPS20/RPL35/RPL38/RPL11/RPS27A/RPS28/RPL8/RPL10A/RPL34/RPS21/RPS16/RPS10/RPLP1/RPL10/RPL36/RPL19/UBA52/RPL27/RPS23/RPL27A/RPS3/RPL22L1/RPL23A/RPL14/RPL35A/RPL41/RPL36A/RPS4Y1","G32A_vs_Ctrl_D65"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION",-2.43023566845821,3.80413067820434e-10,1.64211640942487e-07,"RPS11/RPL36AL/EIF3A/RPL13/RPL23/RPL21/RPL32/RPS15A/RPS12/RPS13/RPS26/RPL18/RPL15/RPL37/RPL7/EIF3D/RPS14/EIF3F/EIF2S2/RPLP2/EIF3I/RPS27/RPL28/RPLP0/RPL24/RPL39L/RPS7/RPL39/RPL29/RPL13A/EIF4E/RPSA/RPS15/EIF5/FAU/RPL6/RPS29/RPL26/RPS20/PABPC1/RPL35/RPL38/RPL11/RPS27A/RPS28/RPL8/RPL10A/RPL34/RPS21/RPS16/RPS10/RPLP1/RPL10/EIF1AX/RPL36/EIF2S3/RPL19/UBA52/RPL27/RPS23/RPL27A/RPS3/EIF3G/RPL22L1/RPL23A/RPL14/RPL35A/RPL41/RPL36A/RPS4Y1","G32A_vs_Ctrl_D65"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION",1.93903974436828,3.5208847553639e-05,0.0003647636606557,"RPL23/RPLP1/RPS14/EEF1A1/RPL31/RPS12/RPL6/RPL12/RPS28/RPL27A/RPS27/RPL26/RPS4X/RPL35A/RPL11/RPL5/RPL30/RPS16/RPL36/RPS20/RPL24/RPS8/RPL27/RPL13A/RPL37A/RPL9/RPS29/RPL34/RPL8/RPS3/RPL19/RPS6/RPL3/RPL38/RPL4/RPL28/RPL22/RPS7/RPL7/RPL39/RPS27A/RPL21/RPLP2/FAU/RPS19/RPL32/RPL41/RPS15A/RPL17/UBA52/RPL10A/RPL15/RPL18/RPL29/RPL13/RPL14/EEF2","R403C_vs_Ctrl_D35"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION",1.5756947282172,0.00295479168718605,0.0155546960768534,"RPL23/EIF4A2/EIF3E/RPLP1/RPS14/RPL31/RPS12/RPL6/RPL12/RPS28/RPL27A/EIF3D/RPS27/RPL26/RPS4X/RPL35A/RPL11/PABPC1/RPL5/RPL30/RPS16/RPL36/RPS20/RPL24/RPS8/EIF2S3/RPL27/RPL13A/RPL37A/RPL9/RPS29/RPL34/RPL8/RPS3/RPL19/RPS6/RPL3/RPL38/RPL4/RPL28/RPL22/RPS7/RPL7/RPL39/RPS27A/RPL21/RPLP2/FAU/RPS19/RPL32/RPL41/RPS15A/RPL17/UBA52/RPL10A/RPL15/EIF2B2/RPL18/RPL29/EIF3G/RPL13/EIF3F/RPL14/EIF4B","R403C_vs_Ctrl_D35"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION",-2.71908445601828,2.90574988054945e-13,3.76294609531153e-10,"RPS27L/RPS24/RPL7/RPL10/RPS11/RPS15/RPL17/RPL23/RPL39L/RPS20/RPL18A/RPL19/RPL41/RPL37A/RPS14/RPL27/RPL4/EEF1A2/RPL9/RPL13/RPS7/EEF2/RPS8/RPL35/RPL32/RPL29/RPS15A/RPL39/RPL18/RPS3/RPL13A/RPL34/RPS13/RPL11/RPL8/UBA52/RPL15/RPL10A/RPL26/FAU/EEF1A1/RPS16/RPS19/RPL22L1/RPL37/RPL21/RPS29/RPL36/RPL38/RPS23/RPL6/RPL27A/RPL24/RPL14/RPL36A/RPL35A/RPS2/RPS4Y1","R403C_vs_Ctrl_D65"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION",-2.47286690220056,1.5787644773738e-10,5.11124999549768e-08,"RPS27A/EIF5/RPL5/EIF3G/RPL3/RPS21/RPL31/RPS27L/RPS24/RPL7/RPL10/RPS11/EIF3M/RPS15/RPL17/EIF3H/RPL23/EIF3L/RPL39L/RPS20/RPL18A/RPL19/RPL41/RPL37A/RPS14/RPL27/RPL4/RPL9/RPL13/RPS7/EIF4B/RPS8/EIF4A2/RPL35/RPL32/RPL29/RPS15A/RPL39/RPL18/RPS3/RPL13A/EIF3D/RPL34/RPS13/PABPC1/RPL11/RPL8/UBA52/EIF3F/EIF3E/RPL15/RPL10A/RPL26/FAU/RPS16/RPS19/RPL22L1/RPL37/RPL21/RPS29/RPL36/RPL38/RPS23/RPL6/RPL27A/RPL24/RPL14/RPL36A/RPL35A/RPS2/RPS4Y1","R403C_vs_Ctrl_D65"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS",2.27526427933074,8.58622855622133e-08,5.05156446724355e-06,"RPL23/RPL6/RPL31/RPS14/RPL5/RPL24/RPS19/RPL13A/RPL35A/RPL9/RPL3/RPL4/RPS4X/RPL27/RPS7/RPS27/RPS8/RPS28/RPL12/RPL37A/RPL29/RPS3/RPL34/RPL11/RPL30/RPL27A/RPL26/RPS16/RPS15A/RPS29/RPL21/RPL36/RPL15/RPL13/RPS6/RPS12/RPL39/RPL22/RPS20/RPL18/RPS27A/RPL7/RPL8/RPL32/RPS11/RPL19/RPL38/FAU/RPL28/RPLP2/RPL10A/RPL37/RPL18A/RPS23/RPL10","G32A_vs_Ctrl_D35"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS",-2.46321290751121,5.54734651643113e-09,3.91642664060038e-06,"RPL13/RPL23/RPL21/RPL32/RPS15A/RPS12/RPS13/RPS26/RPL18/RPL15/RPL37/RPL7/RPS14/RPLP2/RPS27/RPL28/RPLP0/RPL24/RPS7/RPL39/RPL29/RPL13A/RPSA/RPS15/FAU/RPL6/RPS29/RPL26/RPS20/RPL35/RPL38/RPL11/RPS27A/RPS28/RPL8/RPL10A/RPL34/RPS21/RPS16/RPS10/RPLP1/RPL10/RPL36/RPL19/UBA52/RPL27/RPS23/RPL27A/RPS3/RPL23A/RPL14/RPL35A/RPL41/RPL36A/RPS4Y1","G32A_vs_Ctrl_D65"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS",1.87216506977091,0.000116576555540433,0.00195959638598918,"RPL23/RPLP1/RPS14/RPL31/RPS12/RPL6/RPL12/RPS28/RPL27A/RPS27/RPL26/RPS4X/RPL35A/RPL11/RPS6KA3/RPL5/RPL30/RPS16/RPL36/RPS20/RPL24/RPS8/RPL27/RPL13A/RPL37A/RPL9/RPS29/RPL34/RPL8/RPS3/RPL19/RPS6/RPL3/RPL38/RPL4/RPL28/RPL22/RPS7/RPL7/RPL39/RPS27A/RPS6KB2/RPL21/RPLP2/FAU/RPS19/RPL32/RPL41/RPS15A/RPL17/UBA52/RPL10A/RPL15/RPL18/RPL29/RPL13","R403C_vs_Ctrl_D35"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS",-2.48136987485122,3.71026735731433e-09,2.61944875426392e-06,"RPS24/RPL7/RPL10/RPS11/RPS15/RPL17/RPL23/RPS20/RPL18A/RPL19/RPL41/RPL37A/RPS14/RPL27/RPL4/RPL9/RPL13/RPS7/RPS8/RPL35/RPL32/RPL29/RPS15A/RPL39/RPL18/RPS3/RPL13A/RPL34/RPS13/RPL11/RPL8/UBA52/RPL15/RPL10A/RPL26/FAU/RPS16/RPS19/RPL37/RPL21/RPS29/RPL36/RPL38/RPS23/RPL6/RPL27A/RPL24/RPL14/RPL36A/RPL35A/RPS2/RPS4Y1","R403C_vs_Ctrl_D65"
