"pathway_id","gene_symbol"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPL30"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPL31"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPL32"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPL34"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPL35"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPL35A"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPL36"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPL36A"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPL36AL"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPL37"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPL37A"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPL38"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPL39"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPL39L"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPL3L"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPL4"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPL41"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPL5"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPL6"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPL7"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPL7A"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPL7A"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPL8"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPL9"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPLP0"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPLP1"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPLP2"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPS10"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPS11"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPS12"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPS13"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPS14"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPS15"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPS15A"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPS16"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPS17"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPS17"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPS18"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPS18"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPS18"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPS18"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPS18"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPS19"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPS2"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPS20"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPS21"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPS23"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPS24"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPS25"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPS25"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPS26"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPS27"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPS27A"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPS27L"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPS28"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPS29"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPS3"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPS3A"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPS4X"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPS4Y1"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPS4Y2"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPS5"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPS6"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPS7"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPS8"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPS9"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPS9"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPS9"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPS9"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPS9"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPS9"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPS9"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPS9"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPS9"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPS9"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPSA"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","UBA52"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","EIF1AX"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","EIF2B1"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","EIF2B2"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","EIF2B3"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","EIF2B4"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","EIF2B5"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","EIF2S1"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","EIF2S2"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","EIF2S3"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","EIF3A"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","EIF3B"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","EIF3C"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","EIF3D"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","EIF3E"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","EIF3F"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","EIF3G"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","EIF3H"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","EIF3I"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","EIF3J"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","EIF3K"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","EIF3K"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","EIF3L"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","EIF3M"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","EIF4A1"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","EIF4A2"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","EIF4B"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","EIF4E"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","EIF4EBP1"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","EIF4G1"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","EIF4H"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","EIF5"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","EIF5B"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","FAU"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","PABPC1"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPL10"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPL10A"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPL10L"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPL11"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPL12"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPL13"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPL13A"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPL14"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPL15"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPL17"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPL18"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPL18A"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPL19"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPL21"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPL22"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPL22L1"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPL23"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPL23A"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPL24"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPL26"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPL26L1"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPL27"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPL27A"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPL28"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPL29"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPL3"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPL30"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPL31"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPL32"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPL34"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPL35"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPL35A"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPL36"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPL36A"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPL36AL"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPL37"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPL37A"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPL38"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPL39"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPL39L"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPL3L"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPL4"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPL41"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPL5"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPL6"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPL7"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPL7A"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPL7A"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPL8"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPL9"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPLP0"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPLP1"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPLP2"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPS10"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPS11"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPS12"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPS13"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPS14"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPS15"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPS15A"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPS16"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPS17"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPS17"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPS18"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPS18"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPS18"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPS18"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPS18"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPS19"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPS2"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPS20"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPS21"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPS23"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPS24"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPS25"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPS25"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPS26"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPS27"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPS27A"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPS27L"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPS28"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPS29"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPS3"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPS3A"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPS4X"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPS4Y1"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPS4Y2"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPS5"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPS6"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPS7"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPS8"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPS9"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPS9"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPS9"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPS9"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPS9"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPS9"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPS9"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPS9"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPS9"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPS9"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","RPSA"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","UBA52"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","FAU"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","MIR6805"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","MIR6850"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","MRPL19"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPL10"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPL10A"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPL11"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPL12"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPL13"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPL13A"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPL14"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPL15"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPL17"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPL18"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPL18A"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPL19"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPL21"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPL22"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPL23"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPL23A"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPL24"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPL26"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPL27"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPL27A"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPL28"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPL29"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPL3"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPL30"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPL31"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPL32"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPL34"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPL35"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPL35A"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPL36"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPL36A"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPL37"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPL37A"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPL38"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPL39"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPL3L"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPL4"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPL41"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPL5"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPL6"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPL7"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPL7A"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPL7A"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPL8"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPL9"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPLP0"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPLP1"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPLP2"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPS10"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPS11"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPS12"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPS13"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPS14"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPS15"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPS15A"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPS16"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPS17"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPS17"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPS18"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPS18"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPS18"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPS18"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPS18"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPS18"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPS18"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPS19"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPS2"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPS20"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPS21"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPS23"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPS24"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPS25"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPS25"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPS26"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPS27"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPS27A"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPS28"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPS29"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPS3"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPS3A"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPS4X"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPS4Y1"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPS5"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPS6"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPS6KA1"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPS6KA1"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPS6KA2"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPS6KA3"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPS6KA6"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPS6KB1"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPS6KB2"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPS7"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPS8"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPS9"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPS9"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPS9"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPS9"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPS9"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPS9"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPS9"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPS9"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPS9"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPS9"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","RPSA"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","UBA52"
